domain,label,cos_sim,answer_len,word_overlap,unique_ratio
dialogue,0,0.5015750527381897,84,0.20930232558139536,1.0
dialogue,1,0.5131604075431824,88,0.16666666666666666,1.0
dialogue,0,0.0895434096455574,67,0.05,0.9230769230769231
dialogue,1,0.46361103653907776,172,0.16417910447761194,0.9
dialogue,0,0.31548452377319336,89,0.1694915254237288,0.9411764705882353
dialogue,1,0.4007963538169861,135,0.1935483870967742,0.9130434782608695
dialogue,0,0.5983371734619141,62,0.08,1.0
dialogue,1,0.390014111995697,57,0.038461538461538464,1.0
dialogue,0,0.10509006679058075,28,0.0,0.8333333333333334
dialogue,1,0.8206255435943604,110,0.18,1.0
dialogue,0,0.47311949729919434,48,0.07142857142857142,1.0
dialogue,1,0.12581606209278107,37,0.023255813953488372,1.0
dialogue,0,0.2867550253868103,38,0.17647058823529413,0.875
dialogue,1,0.3375683128833771,32,0.08333333333333333,1.0
dialogue,0,0.09173517674207687,15,0.02,1.0
dialogue,1,0.5508212447166443,142,0.2,0.96
dialogue,0,0.5895453691482544,86,0.15789473684210525,1.0
dialogue,1,0.6097222566604614,85,0.13793103448275862,1.0
dialogue,0,0.3666756749153137,21,0.11904761904761904,1.0
dialogue,1,0.28778523206710815,22,0.09302325581395349,1.0
dialogue,0,0.5160712599754333,35,0.17391304347826086,1.0
dialogue,1,0.33364418148994446,36,0.08,1.0
dialogue,0,0.1326596438884735,52,0.029850746268656716,1.0
dialogue,1,0.585555374622345,136,0.11428571428571428,0.7916666666666666
dialogue,0,0.39854884147644043,81,0.1388888888888889,0.9333333333333333
dialogue,1,0.37701502442359924,84,0.136986301369863,0.8823529411764706
dialogue,0,0.41672283411026,46,0.16666666666666666,1.0
dialogue,1,0.36603742837905884,67,0.1590909090909091,0.9230769230769231
dialogue,0,0.15223634243011475,15,0.0,1.0
dialogue,1,0.7244738936424255,77,0.20930232558139536,1.0
dialogue,0,0.23941324651241302,44,0.11666666666666667,1.0
dialogue,1,0.48543769121170044,111,0.1323529411764706,0.9523809523809523
dialogue,0,0.1411713808774948,23,0.0,1.0
dialogue,1,0.5014032125473022,142,0.18571428571428572,0.96
dialogue,0,0.45334237813949585,137,0.136986301369863,0.92
dialogue,1,0.6172249913215637,113,0.14285714285714285,0.9523809523809523
dialogue,0,0.5466334223747253,122,0.16393442622950818,0.9166666666666666
dialogue,1,0.6968063712120056,191,0.13513513513513514,0.9722222222222222
dialogue,0,0.26000678539276123,70,0.057692307692307696,0.9230769230769231
dialogue,1,0.6634533405303955,137,0.14285714285714285,0.9545454545454546
dialogue,0,0.659345805644989,111,0.13432835820895522,0.9
dialogue,1,0.4163183271884918,116,0.11764705882352941,0.8571428571428571
dialogue,0,0.5046446323394775,81,0.11764705882352941,0.9411764705882353
dialogue,1,0.5192452669143677,78,0.11764705882352941,0.9411764705882353
dialogue,0,0.5809760689735413,136,0.1590909090909091,0.88
dialogue,1,0.41525977849960327,145,0.17777777777777778,0.8888888888888888
dialogue,0,0.17712754011154175,32,0.06896551724137931,1.0
dialogue,1,0.23855818808078766,115,0.05714285714285714,0.8636363636363636
dialogue,0,0.4054122865200043,63,0.10526315789473684,1.0
dialogue,1,0.37769240140914917,51,0.10909090909090909,1.0
dialogue,0,0.7878411412239075,48,0.06666666666666667,1.0
dialogue,1,0.6962936520576477,55,0.06451612903225806,1.0
dialogue,0,0.1814308762550354,98,0.08695652173913043,0.9411764705882353
dialogue,1,0.4608982801437378,184,0.06097560975609756,0.8484848484848485
dialogue,0,0.545676052570343,80,0.0784313725490196,0.9411764705882353
dialogue,1,0.6059576272964478,77,0.14893617021276595,1.0
dialogue,0,0.21335695683956146,89,0.11320754716981132,0.8333333333333334
dialogue,1,0.5515986084938049,196,0.140625,0.8787878787878788
dialogue,0,0.10709348320960999,4,0.0,1.0
dialogue,1,0.5273925065994263,50,0.17073170731707318,1.0
dialogue,0,0.4953833520412445,79,0.0784313725490196,1.0
dialogue,1,0.47300103306770325,111,0.1111111111111111,1.0
dialogue,0,0.016571898013353348,4,0.0,1.0
dialogue,1,0.3177036941051483,94,0.10714285714285714,0.9444444444444444
dialogue,0,0.508256733417511,71,0.06896551724137931,1.0
dialogue,1,0.46114295721054077,83,0.06896551724137931,0.9230769230769231
dialogue,0,0.34064486622810364,47,0.06779661016949153,1.0
dialogue,1,0.7989661693572998,106,0.18032786885245902,1.0
dialogue,0,0.27996546030044556,87,0.07246376811594203,1.0
dialogue,1,0.33344095945358276,117,0.0821917808219178,0.9047619047619048
dialogue,0,0.5461752414703369,77,0.06976744186046512,0.8823529411764706
dialogue,1,0.17640264332294464,72,0.06976744186046512,0.8823529411764706
dialogue,0,0.5179480910301208,108,0.09230769230769231,0.9473684210526315
dialogue,1,0.6484293341636658,88,0.13333333333333333,0.9375
dialogue,0,0.6735443472862244,101,0.22033898305084745,0.95
dialogue,1,0.6362149119377136,219,0.27941176470588236,0.85
dialogue,0,0.3527085483074188,96,0.07142857142857142,0.8235294117647058
dialogue,1,0.4236721098423004,186,0.11940298507462686,0.8787878787878788
dialogue,0,0.321769118309021,78,0.1,0.9285714285714286
dialogue,1,0.668094277381897,144,0.15625,0.9545454545454546
dialogue,0,0.5425387024879456,46,0.07142857142857142,1.0
dialogue,1,0.43138137459754944,44,0.046511627906976744,1.0
dialogue,0,0.5765320658683777,65,0.030303030303030304,1.0
dialogue,1,0.5164682269096375,72,0.014705882352941176,1.0
dialogue,0,0.4368734657764435,50,0.08695652173913043,0.9
dialogue,1,0.6208997368812561,98,0.20833333333333334,0.9444444444444444
dialogue,0,0.4173423647880554,106,0.06666666666666667,1.0
dialogue,1,0.21942782402038574,114,0.03225806451612903,0.95
dialogue,0,0.32180336117744446,69,0.10638297872340426,0.75
dialogue,1,0.3123539388179779,65,0.08333333333333333,0.75
dialogue,0,0.41587334871292114,64,0.058823529411764705,1.0
dialogue,1,0.285611629486084,59,0.0967741935483871,1.0
dialogue,0,0.23722118139266968,91,0.15555555555555556,1.0
dialogue,1,0.20813123881816864,73,0.13953488372093023,1.0
dialogue,0,0.36185821890830994,46,0.09259259259259259,1.0
dialogue,1,0.6046738028526306,126,0.1864406779661017,0.8695652173913043
dialogue,0,0.4105508327484131,88,0.08163265306122448,0.9375
dialogue,1,0.38774529099464417,81,0.08333333333333333,0.9333333333333333
dialogue,0,0.6062530875205994,63,0.0784313725490196,1.0
dialogue,1,0.4058205187320709,101,0.07142857142857142,0.9375
dialogue,0,0.10435711592435837,70,0.06382978723404255,1.0
dialogue,1,0.1824660450220108,57,0.13333333333333333,1.0
dialogue,0,0.22927603125572205,80,0.109375,0.8823529411764706
dialogue,1,0.48186951875686646,121,0.14492753623188406,0.92
dialogue,0,0.5979748964309692,43,0.06666666666666667,1.0
dialogue,1,0.6223610639572144,99,0.2127659574468085,0.9444444444444444
dialogue,0,0.11681126803159714,12,0.01818181818181818,1.0
dialogue,1,0.559989333152771,161,0.1388888888888889,0.9333333333333333
dialogue,0,0.37366580963134766,108,0.05454545454545454,0.8421052631578947
dialogue,1,0.4324045777320862,101,0.05555555555555555,0.8333333333333334
dialogue,0,0.49983060359954834,120,0.19672131147540983,0.9090909090909091
dialogue,1,0.5461876392364502,139,0.11764705882352941,0.8846153846153846
dialogue,0,0.36082354187965393,84,0.08620689655172414,0.9375
dialogue,1,0.40436500310897827,80,0.08771929824561403,0.9333333333333333
dialogue,0,0.24843919277191162,63,0.08196721311475409,1.0
dialogue,1,0.6499232053756714,71,0.11666666666666667,1.0
dialogue,0,0.4940239191055298,100,0.20930232558139536,0.8947368421052632
dialogue,1,0.3596753180027008,100,0.15555555555555556,0.8947368421052632
dialogue,0,0.2571684718132019,60,0.07017543859649122,1.0
dialogue,1,0.807625949382782,200,0.23880597014925373,0.9166666666666666
dialogue,0,0.5860803723335266,67,0.1891891891891892,0.9230769230769231
dialogue,1,0.7504078149795532,85,0.17073170731707318,1.0
dialogue,0,0.38244926929473877,48,0.12,0.9090909090909091
dialogue,1,0.509568452835083,91,0.17647058823529413,0.7
dialogue,0,0.33152204751968384,44,0.06666666666666667,1.0
dialogue,1,0.20345430076122284,52,0.047619047619047616,1.0
dialogue,0,0.5472573041915894,76,0.12195121951219512,1.0
dialogue,1,0.6853196024894714,101,0.13636363636363635,0.9375
dialogue,0,0.5098024606704712,83,0.16393442622950818,1.0
dialogue,1,0.23314985632896423,93,0.09230769230769231,0.875
dialogue,0,0.2871563136577606,40,0.08163265306122448,1.0
dialogue,1,0.2926334738731384,45,0.0392156862745098,1.0
dialogue,0,0.2764189541339874,62,0.05357142857142857,0.9166666666666666
dialogue,1,0.5959646105766296,131,0.22033898305084745,0.96
dialogue,0,0.39869382977485657,123,0.1076923076923077,0.8
dialogue,1,0.5000621676445007,107,0.07462686567164178,0.8
dialogue,0,0.5637294054031372,89,0.13793103448275862,0.8888888888888888
dialogue,1,0.6467238664627075,143,0.09230769230769231,0.875
dialogue,0,0.6663817167282104,97,0.3125,1.0
dialogue,1,0.5533537268638611,97,0.23529411764705882,1.0
dialogue,0,0.10286351293325424,58,0.014492753623188406,1.0
dialogue,1,0.673746645450592,118,0.12857142857142856,0.9047619047619048
dialogue,0,0.04429585486650467,39,0.038461538461538464,1.0
dialogue,1,0.14708898961544037,24,0.019230769230769232,1.0
dialogue,0,0.34915366768836975,51,0.12244897959183673,1.0
dialogue,1,0.5511826872825623,128,0.12698412698412698,1.0
dialogue,0,0.14969488978385925,56,0.05555555555555555,0.9166666666666666
dialogue,1,0.31231608986854553,131,0.11688311688311688,0.9130434782608695
dialogue,0,0.23717500269412994,39,0.023255813953488372,0.875
dialogue,1,0.6062679290771484,84,0.2222222222222222,1.0
dialogue,0,0.04120863974094391,13,0.02040816326530612,1.0
dialogue,1,0.7336876392364502,219,0.16216216216216217,0.9743589743589743
dialogue,0,0.40471935272216797,44,0.08333333333333333,1.0
dialogue,1,0.5535107851028442,55,0.1276595744680851,1.0
dialogue,0,0.13686659932136536,35,0.03225806451612903,1.0
dialogue,1,0.31545117497444153,111,0.08450704225352113,0.9090909090909091
dialogue,0,0.5466210842132568,94,0.18181818181818182,1.0
dialogue,1,0.5723124146461487,90,0.13953488372093023,1.0
dialogue,0,0.35218650102615356,88,0.07936507936507936,1.0
dialogue,1,0.4023357033729553,88,0.07936507936507936,1.0
dialogue,0,0.5493351817131042,91,0.14035087719298245,1.0
dialogue,1,0.5298880338668823,98,0.0847457627118644,1.0
dialogue,0,0.6878384947776794,96,0.2857142857142857,1.0
dialogue,1,0.47226160764694214,93,0.13636363636363635,1.0
dialogue,0,0.11613064259290695,20,0.0,1.0
