domain,label,cos_sim,answer_len,word_overlap,unique_ratio
qa,0,0.7929299473762512,17,0.08333333333333333,1.0
qa,1,0.4265243709087372,34,0.1111111111111111,1.0
qa,0,0.12496598809957504,5,0.0,1.0
qa,1,0.8477411866188049,53,0.2222222222222222,1.0
qa,0,0.16322660446166992,23,0.03225806451612903,1.0
qa,1,0.6262871026992798,110,0.06944444444444445,0.9411764705882353
qa,0,0.018090689554810524,8,0.015625,1.0
qa,1,0.498574435710907,38,0.029411764705882353,1.0
qa,0,0.5505013465881348,7,0.037037037037037035,1.0
qa,1,0.6081234812736511,28,0.13793103448275862,1.0
qa,0,0.5420387983322144,14,0.0392156862745098,1.0
qa,1,0.4595242142677307,41,0.05454545454545454,1.0
qa,0,0.3040532171726227,9,0.024390243902439025,1.0
qa,1,0.7600785493850708,69,0.23255813953488372,1.0
qa,0,0.46481335163116455,9,0.031746031746031744,1.0
qa,1,0.7255831360816956,35,0.06153846153846154,1.0
qa,0,0.19882462918758392,4,0.03125,1.0
qa,1,0.7561383247375488,58,0.16666666666666666,1.0
qa,0,0.190557062625885,13,0.046875,1.0
qa,1,0.5333829522132874,53,0.08823529411764706,1.0
qa,0,0.4203997552394867,12,0.02127659574468085,1.0
qa,1,0.1725713312625885,83,0.07407407407407407,1.0
qa,0,0.43813055753707886,17,0.04838709677419355,1.0
qa,1,0.7038559913635254,103,0.07042253521126761,0.8235294117647058
qa,0,0.05389763414859772,13,0.045454545454545456,1.0
qa,1,0.6992354393005371,81,0.14,0.9285714285714286
qa,0,0.6030659079551697,17,0.08108108108108109,1.0
qa,1,0.7402596473693848,66,0.225,1.0
qa,0,0.08622828871011734,5,0.05263157894736842,1.0
qa,1,0.3467390537261963,67,0.0625,1.0
qa,0,0.016571126878261566,4,0.0,1.0
qa,1,0.6146151423454285,51,0.10606060606060606,1.0
qa,0,0.48634177446365356,87,0.12121212121212122,0.9166666666666666
qa,1,0.2990889251232147,43,0.029850746268656716,1.0
qa,0,0.21763472259044647,3,0.025,1.0
qa,1,0.8923654556274414,94,0.2,0.8235294117647058
qa,0,0.13926668465137482,4,0.0,1.0
qa,1,0.30637580156326294,31,0.11538461538461539,1.0
qa,0,0.46579355001449585,6,0.017543859649122806,1.0
qa,1,0.46374064683914185,54,0.11864406779661017,1.0
qa,0,0.12389740347862244,6,0.0,1.0
qa,1,0.6691256761550903,71,0.19444444444444445,0.8571428571428571
qa,0,0.6910466551780701,10,0.07692307692307693,1.0
qa,1,0.7186346054077148,39,0.10714285714285714,1.0
qa,0,0.592295229434967,14,0.03636363636363636,1.0
qa,1,0.6062169075012207,77,0.13333333333333333,0.9285714285714286
qa,0,0.11939125508069992,11,0.02631578947368421,1.0
qa,1,0.08830661326646805,33,0.0,1.0
qa,0,0.21798774600028992,12,0.10344827586206896,1.0
qa,1,0.726008951663971,36,0.16129032258064516,1.0
qa,0,0.031522851437330246,13,0.0,1.0
qa,1,0.4355403184890747,81,0.10526315789473684,0.9285714285714286
qa,0,0.5905843377113342,14,0.03571428571428571,1.0
qa,1,0.5168347954750061,119,0.08955223880597014,0.9444444444444444
qa,0,-0.0006768629536963999,2,0.0,1.0
qa,1,0.6810970306396484,69,0.05970149253731343,1.0
qa,0,0.09363680332899094,2,0.0,1.0
qa,1,0.7589809894561768,78,0.23333333333333334,1.0
qa,0,0.39051488041877747,13,0.09523809523809523,1.0
qa,1,0.737188994884491,67,0.23076923076923078,0.9230769230769231
qa,0,0.19936271011829376,14,0.05,1.0
qa,1,0.5579572319984436,35,0.06451612903225806,1.0
qa,0,0.5159711241722107,15,0.02040816326530612,1.0
qa,1,0.5836941599845886,29,0.06,1.0
qa,0,-0.02891676127910614,3,0.0,1.0
qa,1,0.7388664484024048,99,0.11627906976744186,0.8421052631578947
qa,0,0.2750133275985718,8,0.017543859649122806,1.0
qa,1,0.5544559359550476,61,0.11475409836065574,1.0
qa,0,0.29240667819976807,22,0.1,1.0
qa,1,0.6885024905204773,38,0.25,1.0
qa,0,0.6379336714744568,18,0.06666666666666667,1.0
qa,1,0.33061012625694275,49,0.15217391304347827,1.0
qa,0,0.4058155119419098,14,0.03333333333333333,1.0
qa,1,0.5453291535377502,58,0.2033898305084746,1.0
qa,0,0.2641039192676544,13,0.037037037037037035,1.0
qa,1,0.38006627559661865,47,0.1,1.0
qa,0,0.18841326236724854,9,0.0,1.0
qa,1,0.5698803067207336,123,0.28846153846153844,0.9411764705882353
qa,0,0.19864024221897125,10,0.0,1.0
qa,1,0.8512348532676697,160,0.5348837209302325,0.8928571428571429
qa,0,0.03502762317657471,6,0.0,1.0
qa,1,0.5282676219940186,65,0.11428571428571428,1.0
qa,0,0.09620920568704605,14,0.0392156862745098,1.0
qa,1,0.4601632058620453,54,0.09433962264150944,0.7777777777777778
qa,0,0.19008426368236542,15,0.031746031746031744,1.0
qa,1,0.5558220148086548,72,0.13636363636363635,1.0
qa,0,0.2272227257490158,13,0.08,1.0
qa,1,0.28023606538772583,69,0.09090909090909091,1.0
qa,0,0.45672786235809326,13,0.03773584905660377,1.0
qa,1,0.5519800782203674,105,0.24561403508771928,1.0
qa,0,0.643903374671936,22,0.06976744186046512,1.0
qa,1,0.5034924745559692,32,0.043478260869565216,1.0
qa,0,0.4029483199119568,19,0.05263157894736842,1.0
qa,1,0.7326495051383972,54,0.03225806451612903,1.0
qa,0,0.543734073638916,19,0.03076923076923077,1.0
qa,1,0.541059136390686,40,0.058823529411764705,1.0
qa,0,0.5060599446296692,14,0.05405405405405406,1.0
qa,1,0.6238207221031189,36,0.07692307692307693,1.0
qa,0,-0.03462253138422966,2,0.0,1.0
qa,1,0.8145915269851685,63,0.21739130434782608,0.9
qa,0,0.5729838013648987,12,0.058823529411764705,1.0
